version,cycle_id,from_regime,start_ts,end_ts,duration_bars,duration_days,entry_price,exit_price,drawdown_at_entry_pct,rsi_at_entry,trigger
v29,pre,RANGE,2021-01-01 00:00:00+00:00,2021-01-02 13:00:00+00:00,38,1.58,735.69,772.11,0.0,0.0,
v29,pre,BULL,2021-01-02 14:00:00+00:00,2021-01-05 04:00:00+00:00,63,2.62,762.42,1004.63,-1.26,70.1,
v29,CyA,CRASH,2021-01-05 05:00:00+00:00,2021-01-19 04:00:00+00:00,336,14.0,990.34,1305.11,-11.21,46.6,rapid_descent
v29,CyA,RECOVERY,2021-01-19 05:00:00+00:00,2021-01-26 02:00:00+00:00,166,6.92,1323.55,1350.0,-1.85,67.1,
v29,CyB,CRASH,2021-01-26 03:00:00+00:00,2021-02-09 02:00:00+00:00,336,14.0,1312.89,1725.62,-9.92,38.7,rapid_descent
v29,CyB,RECOVERY,2021-02-09 03:00:00+00:00,2021-02-16 02:00:00+00:00,168,7.0,1737.31,1798.09,-0.96,60.2,
v29,CyB,RANGE,2021-02-16 03:00:00+00:00,2021-02-17 15:00:00+00:00,37,1.54,1820.0,1811.17,-2.52,56.4,
v29,CyB,BULL,2021-02-17 16:00:00+00:00,2021-02-21 15:00:00+00:00,96,4.0,1815.19,1962.59,-2.78,58.7,
v29,CyB,RANGE,2021-02-21 16:00:00+00:00,2021-02-22 09:00:00+00:00,18,0.75,1959.92,1820.19,-3.46,51.2,
v29,CyC,CRASH,2021-02-22 10:00:00+00:00,2021-03-08 09:00:00+00:00,336,14.0,1816.01,1690.26,-10.55,28.8,rapid_descent
v29,CyC,RECOVERY,2021-03-08 10:00:00+00:00,2021-03-12 11:00:00+00:00,98,4.08,1712.17,1773.44,-15.66,56.2,
v29,CyD,CRASH,2021-03-12 12:00:00+00:00,2021-03-13 06:00:00+00:00,19,0.79,1768.92,1771.36,-12.87,37.4,drawdown
v29,CyE,CORRECTION,2021-03-13 07:00:00+00:00,2021-03-13 07:00:00+00:00,1,0.04,1789.64,1789.64,-11.85,56.9,
v29,CyF,CRASH,2021-03-13 08:00:00+00:00,2021-03-13 08:00:00+00:00,1,0.04,1784.25,1784.25,-12.11,54.7,
v29,CyG,CORRECTION,2021-03-13 09:00:00+00:00,2021-03-15 08:00:00+00:00,48,2.0,1788.98,1788.37,-11.88,56.3,
v29,CyH,CRASH,2021-03-15 09:00:00+00:00,2021-03-15 12:00:00+00:00,4,0.17,1764.79,1778.97,-13.07,26.5,
v29,CyI,CORRECTION,2021-03-15 13:00:00+00:00,2021-03-15 13:00:00+00:00,1,0.04,1789.79,1789.79,-11.84,37.8,
v29,CyJ,CRASH,2021-03-15 14:00:00+00:00,2021-03-15 18:00:00+00:00,5,0.21,1777.0,1785.83,-12.47,35.2,
v29,CyK,CORRECTION,2021-03-15 19:00:00+00:00,2021-03-15 23:00:00+00:00,5,0.21,1787.01,1795.07,-11.98,41.2,
v29,CyL,CRASH,2021-03-16 00:00:00+00:00,2021-03-16 05:00:00+00:00,6,0.25,1730.51,1750.77,-14.76,30.6,
v29,CyM,CORRECTION,2021-03-16 06:00:00+00:00,2021-03-16 11:00:00+00:00,6,0.25,1790.85,1791.68,-11.79,51.3,
v29,CyN,CRASH,2021-03-16 12:00:00+00:00,2021-03-16 13:00:00+00:00,2,0.08,1778.01,1784.86,-12.42,46.2,
v29,CyO,CORRECTION,2021-03-16 14:00:00+00:00,2021-03-16 16:00:00+00:00,3,0.12,1795.61,1800.63,-11.55,52.1,
v29,CyP,CRASH,2021-03-16 17:00:00+00:00,2021-03-16 19:00:00+00:00,3,0.12,1773.23,1784.93,-12.66,44.4,
v29,CyQ,CORRECTION,2021-03-16 20:00:00+00:00,2021-03-16 23:00:00+00:00,4,0.17,1797.12,1806.03,-11.48,52.7,
v29,CyR,CRASH,2021-03-17 00:00:00+00:00,2021-03-17 16:00:00+00:00,17,0.71,1784.82,1785.96,-12.08,48.2,
v29,CyS,CORRECTION,2021-03-17 17:00:00+00:00,2021-03-18 18:00:00+00:00,26,1.08,1789.79,1793.82,-11.84,55.1,
v29,CyT,CRASH,2021-03-18 19:00:00+00:00,2021-03-19 04:00:00+00:00,10,0.42,1768.41,1783.14,-12.89,37.7,
v29,CyU,CORRECTION,2021-03-19 05:00:00+00:00,2021-03-21 01:00:00+00:00,45,1.88,1803.27,1801.41,-11.18,54.4,
v29,CyV,CRASH,2021-03-21 02:00:00+00:00,2021-03-21 02:00:00+00:00,1,0.04,1784.0,1784.0,-12.13,29.4,
v29,CyW,CORRECTION,2021-03-21 03:00:00+00:00,2021-03-21 03:00:00+00:00,1,0.04,1787.59,1787.59,-11.95,31.9,
v29,CyX,CRASH,2021-03-21 04:00:00+00:00,2021-03-21 12:00:00+00:00,9,0.38,1770.4,1768.79,-12.8,26.9,
v29,CyY,CORRECTION,2021-03-21 13:00:00+00:00,2021-03-21 15:00:00+00:00,3,0.12,1786.58,1791.35,-12.0,44.8,
v29,CyZ,CRASH,2021-03-21 16:00:00+00:00,2021-03-21 16:00:00+00:00,1,0.04,1782.69,1782.69,-12.19,43.4,
v29,Cy[,CORRECTION,2021-03-21 17:00:00+00:00,2021-03-21 22:00:00+00:00,6,0.25,1791.32,1786.75,-11.76,48.2,
v29,Cy\,CRASH,2021-03-21 23:00:00+00:00,2021-03-22 03:00:00+00:00,5,0.21,1784.0,1783.07,-12.13,44.4,
v29,Cy],CORRECTION,2021-03-22 04:00:00+00:00,2021-03-22 07:00:00+00:00,4,0.17,1787.9,1788.54,-11.93,49.7,
v29,Cy^,CRASH,2021-03-22 08:00:00+00:00,2021-03-22 09:00:00+00:00,2,0.08,1780.0,1781.31,-12.32,45.6,
v29,Cy_,CORRECTION,2021-03-22 10:00:00+00:00,2021-03-22 11:00:00+00:00,2,0.08,1793.34,1795.37,-11.67,52.9,
v29,Cy`,CRASH,2021-03-22 12:00:00+00:00,2021-03-22 12:00:00+00:00,1,0.04,1783.11,1783.11,-12.17,47.3,
v29,Cya,CORRECTION,2021-03-22 13:00:00+00:00,2021-03-22 18:00:00+00:00,6,0.25,1778.39,1772.11,-11.25,45.0,
v29,Cyb,CRASH,2021-03-22 19:00:00+00:00,2021-03-23 18:00:00+00:00,24,1.0,1738.85,1708.66,-12.49,30.0,
v29,Cyc,CORRECTION,2021-03-23 19:00:00+00:00,2021-03-23 19:00:00+00:00,1,0.04,1706.68,1706.68,-11.83,47.7,
v29,Cyd,CRASH,2021-03-23 20:00:00+00:00,2021-03-24 07:00:00+00:00,12,0.5,1672.15,1695.56,-13.61,36.7,
v29,Cye,CORRECTION,2021-03-24 08:00:00+00:00,2021-03-24 15:00:00+00:00,8,0.33,1712.48,1720.12,-11.42,58.4,
v29,Cyf,CRASH,2021-03-24 16:00:00+00:00,2021-03-26 15:00:00+00:00,48,2.0,1699.52,1642.51,-12.09,48.3,
v29,Cyf,RECOVERY,2021-03-26 16:00:00+00:00,2021-04-02 15:00:00+00:00,168,7.0,1667.21,2074.09,-13.76,65.3,
v29,Cyf,BULL,2021-04-02 16:00:00+00:00,2021-04-06 23:00:00+00:00,104,4.33,2058.47,2113.0,-0.75,74.9,
v29,Cyf,RANGE,2021-04-07 00:00:00+00:00,2021-04-07 01:00:00+00:00,2,0.08,2093.06,2098.19,-2.24,45.4,
v29,Cyf,BULL,2021-04-07 02:00:00+00:00,2021-04-07 02:00:00+00:00,1,0.04,2109.87,2109.87,-1.45,51.6,
v29,Cyf,RANGE,2021-04-07 03:00:00+00:00,2021-04-07 16:00:00+00:00,14,0.58,2105.0,1995.12,-1.68,49.8,
v29,Cyg,CRASH,2021-04-07 17:00:00+00:00,2021-04-21 16:00:00+00:00,336,14.0,1965.5,2426.59,-8.2,29.8,rapid_descent
v29,Cyg,RECOVERY,2021-04-21 17:00:00+00:00,2021-04-28 16:00:00+00:00,168,7.0,2421.34,2719.52,-4.45,65.7,
v29,Cyg,BULL,2021-04-28 17:00:00+00:00,2021-05-04 14:00:00+00:00,142,5.92,2715.93,3374.95,-0.36,61.5,
v29,Cyg,RANGE,2021-05-04 15:00:00+00:00,2021-05-04 16:00:00+00:00,2,0.08,3231.77,3267.77,-7.38,44.3,
v29,Cyg,BULL,2021-05-04 17:00:00+00:00,2021-05-04 21:00:00+00:00,5,0.21,3339.57,3335.64,-4.29,52.4,
v29,Cyg,RANGE,2021-05-04 22:00:00+00:00,2021-05-05 00:00:00+00:00,3,0.12,3313.37,3311.11,-5.04,49.0,
v29,Cyg,BULL,2021-05-05 01:00:00+00:00,2021-05-05 01:00:00+00:00,1,0.04,3370.76,3370.76,-3.39,53.6,
v29,Cyg,RANGE,2021-05-05 02:00:00+00:00,2021-05-05 06:00:00+00:00,5,0.21,3318.2,3267.92,-4.9,49.7,
v29,Cyg,BULL,2021-05-05 07:00:00+00:00,2021-05-05 14:00:00+00:00,8,0.33,3342.58,3346.14,-4.2,52.4,
v29,Cyg,RANGE,2021-05-05 15:00:00+00:00,2021-05-05 15:00:00+00:00,1,0.04,3309.92,3309.92,-5.14,47.4,
v29,Cyg,BULL,2021-05-05 16:00:00+00:00,2021-05-06 05:00:00+00:00,14,0.58,3454.7,3456.06,-0.99,60.1,
v29,Cyg,RANGE,2021-05-06 06:00:00+00:00,2021-05-06 06:00:00+00:00,1,0.04,3398.13,3398.13,-3.73,47.6,
v29,Cyg,BULL,2021-05-06 07:00:00+00:00,2021-05-06 17:00:00+00:00,11,0.46,3443.49,3548.64,-2.45,52.4,
v29,Cyg,RANGE,2021-05-06 18:00:00+00:00,2021-05-06 18:00:00+00:00,1,0.04,3465.02,3465.02,-2.57,49.5,
v29,Cyg,BULL,2021-05-06 19:00:00+00:00,2021-05-06 19:00:00+00:00,1,0.04,3487.48,3487.48,-1.93,52.1,
v29,Cyg,RANGE,2021-05-06 20:00:00+00:00,2021-05-06 20:00:00+00:00,1,0.04,3467.95,3467.95,-2.48,49.7,
v29,Cyg,BULL,2021-05-06 21:00:00+00:00,2021-05-07 00:00:00+00:00,4,0.17,3520.0,3497.97,-1.02,55.5,
v29,Cyg,RANGE,2021-05-07 01:00:00+00:00,2021-05-07 08:00:00+00:00,8,0.33,3462.09,3436.56,-2.65,47.8,
v29,Cyg,BULL,2021-05-07 09:00:00+00:00,2021-05-07 09:00:00+00:00,1,0.04,3464.36,3464.36,-2.58,50.7,
v29,Cyg,RANGE,2021-05-07 10:00:00+00:00,2021-05-07 11:00:00+00:00,2,0.08,3450.62,3446.68,-2.97,48.4,
v29,Cyg,BULL,2021-05-07 12:00:00+00:00,2021-05-07 20:00:00+00:00,9,0.38,3498.69,3502.38,-1.62,56.2,
v29,Cyg,RANGE,2021-05-07 21:00:00+00:00,2021-05-07 23:00:00+00:00,3,0.12,3480.39,3484.7,-2.51,48.2,
v29,Cyg,BULL,2021-05-08 00:00:00+00:00,2021-05-09 11:00:00+00:00,36,1.5,3528.17,3854.0,-1.17,56.1,
v29,Cyg,RANGE,2021-05-09 12:00:00+00:00,2021-05-09 12:00:00+00:00,1,0.04,3745.99,3745.99,-5.51,43.0,
v29,Cyg,BULL,2021-05-09 13:00:00+00:00,2021-05-10 18:00:00+00:00,30,1.25,3836.85,4134.11,-3.21,52.3,
v29,Cyg,RANGE,2021-05-10 19:00:00+00:00,2021-05-10 21:00:00+00:00,3,0.12,3992.76,4021.45,-4.25,46.0,
v29,Cyg,BULL,2021-05-10 22:00:00+00:00,2021-05-10 22:00:00+00:00,1,0.04,4036.9,4036.9,-3.19,50.5,
v29,Cyg,RANGE,2021-05-10 23:00:00+00:00,2021-05-11 08:00:00+00:00,10,0.42,3949.45,3924.73,-5.29,44.6,
v29,Cyg,BULL,2021-05-11 09:00:00+00:00,2021-05-11 11:00:00+00:00,3,0.12,4014.62,3976.11,-3.73,53.3,
v29,Cyg,RANGE,2021-05-11 12:00:00+00:00,2021-05-11 12:00:00+00:00,1,0.04,3971.45,3971.45,-4.76,49.8,
v29,Cyg,BULL,2021-05-11 13:00:00+00:00,2021-05-12 14:00:00+00:00,26,1.08,3980.84,4326.33,-4.54,50.5,
v29,Cyg,RANGE,2021-05-12 15:00:00+00:00,2021-05-12 21:00:00+00:00,7,0.29,4196.69,4130.12,-3.23,48.8,
v29,Cyg,BULL,2021-05-12 22:00:00+00:00,2021-05-12 22:00:00+00:00,1,0.04,4239.26,4239.26,-2.24,55.3,
v29,Cyh,CRASH,2021-05-12 23:00:00+00:00,2021-05-26 22:00:00+00:00,336,14.0,3826.37,2843.21,-11.77,32.8,rapid_descent
v29,Cyh,RECOVERY,2021-05-26 23:00:00+00:00,2021-05-29 22:00:00+00:00,72,3.0,2889.84,2274.5,-33.36,63.7,
v29,Cyi,CRASH,2021-05-29 23:00:00+00:00,2021-06-13 19:00:00+00:00,357,14.88,2280.72,2431.68,-47.41,37.2,drawdown
v29,Cyi,RECOVERY,2021-06-13 20:00:00+00:00,2021-06-16 19:00:00+00:00,72,3.0,2526.6,2418.23,-38.61,71.9,
v29,Cyj,CRASH,2021-06-16 20:00:00+00:00,2021-06-30 19:00:00+00:00,336,14.0,2399.59,2243.98,-32.23,29.3,drawdown
v29,Cyj,RECOVERY,2021-06-30 20:00:00+00:00,2021-07-05 10:00:00+00:00,111,4.62,2237.25,2304.81,-22.19,63.9,
v29,Cyk,CRASH,2021-07-05 11:00:00+00:00,2021-07-07 18:00:00+00:00,56,2.33,2196.0,2367.45,-22.51,33.9,drawdown
v29,Cyl,CORRECTION,2021-07-07 19:00:00+00:00,2021-07-07 22:00:00+00:00,4,0.17,2366.89,2327.18,-10.98,55.9,
v29,Cym,CRASH,2021-07-07 23:00:00+00:00,2021-07-21 07:00:00+00:00,321,13.38,2316.82,1876.15,-12.06,40.0,
v29,Cym,RECOVERY,2021-07-21 08:00:00+00:00,2021-07-27 05:00:00+00:00,142,5.92,1871.79,2202.58,-21.78,66.1,
v29,Cyn,CRASH,2021-07-27 06:00:00+00:00,2021-08-10 06:00:00+00:00,337,14.04,2189.76,3122.85,-8.5,38.7,rapid_descent
v29,Cyn,RECOVERY,2021-08-10 07:00:00+00:00,2021-08-17 06:00:00+00:00,168,7.0,3143.89,3147.07,-0.83,56.4,
v29,Cyn,RANGE,2021-08-17 07:00:00+00:00,2021-08-18 10:00:00+00:00,28,1.17,3172.31,3035.22,-4.58,43.9,
v29,Cyo,CRASH,2021-08-18 11:00:00+00:00,2021-09-01 10:00:00+00:00,336,14.0,3001.02,3546.28,-9.73,35.4,rapid_descent
v29,Cyo,RECOVERY,2021-09-01 11:00:00+00:00,2021-09-07 13:00:00+00:00,147,6.12,3533.54,3730.41,-0.36,69.3,
v29,Cyp,CRASH,2021-09-07 14:00:00+00:00,2021-09-22 23:00:00+00:00,370,15.42,3406.17,3078.43,-14.43,13.5,rapid_descent
v29,Cyp,RECOVERY,2021-09-23 00:00:00+00:00,2021-09-26 03:00:00+00:00,76,3.17,3044.17,2868.4,-23.52,58.5,
v29,Cyq,CRASH,2021-09-26 04:00:00+00:00,2021-10-05 19:00:00+00:00,232,9.67,2849.4,3492.87,-28.42,37.8,drawdown
v29,Cyr,CORRECTION,2021-10-05 20:00:00+00:00,2021-10-06 03:00:00+00:00,8,0.33,3526.56,3488.64,-10.98,70.5,
v29,Cys,CRASH,2021-10-06 04:00:00+00:00,2021-10-06 04:00:00+00:00,1,0.04,3474.65,3474.65,-12.29,52.8,
v29,Cyt,CORRECTION,2021-10-06 05:00:00+00:00,2021-10-06 06:00:00+00:00,2,0.08,3494.17,3491.46,-11.8,56.6,
v29,Cyu,CRASH,2021-10-06 07:00:00+00:00,2021-10-06 12:00:00+00:00,6,0.25,3457.5,3457.74,-12.72,48.2,
v29,Cyv,CORRECTION,2021-10-06 13:00:00+00:00,2021-10-11 12:00:00+00:00,120,5.0,3580.0,3570.84,-9.49,65.9,
v29,Cyv,RECOVERY,2021-10-11 13:00:00+00:00,2021-10-18 12:00:00+00:00,168,7.0,3592.01,3727.97,-1.93,60.0,
v29,Cyv,RANGE,2021-10-18 13:00:00+00:00,2021-10-20 00:00:00+00:00,36,1.5,3803.1,3871.37,-3.85,47.4,
v29,Cyv,BULL,2021-10-20 01:00:00+00:00,2021-10-24 07:00:00+00:00,103,4.29,3858.84,4095.05,-2.44,60.5,
v29,Cyv,RANGE,2021-10-24 08:00:00+00:00,2021-10-24 08:00:00+00:00,1,0.04,4072.23,4072.23,-5.47,47.0,
v29,Cyv,BULL,2021-10-24 09:00:00+00:00,2021-10-24 10:00:00+00:00,2,0.08,4093.09,4090.53,-4.99,51.2,
v29,Cyv,RANGE,2021-10-24 11:00:00+00:00,2021-10-25 03:00:00+00:00,17,0.71,4026.08,4135.51,-6.54,39.5,
v29,Cyv,BULL,2021-10-25 04:00:00+00:00,2021-10-26 12:00:00+00:00,33,1.38,4148.79,4190.36,-3.69,63.2,
v29,Cyv,RANGE,2021-10-26 13:00:00+00:00,2021-10-26 14:00:00+00:00,2,0.08,4187.07,4151.23,-2.8,49.3,
v29,Cyv,BULL,2021-10-26 15:00:00+00:00,2021-10-26 15:00:00+00:00,1,0.04,4187.71,4187.71,-2.79,50.2,
v29,Cyv,RANGE,2021-10-26 16:00:00+00:00,2021-10-26 16:00:00+00:00,1,0.04,4166.8,4166.8,-3.27,46.1,
v29,Cyv,BULL,2021-10-26 17:00:00+00:00,2021-10-26 21:00:00+00:00,5,0.21,4216.25,4203.85,-2.13,55.4,
v29,Cyv,RANGE,2021-10-26 22:00:00+00:00,2021-10-27 02:00:00+00:00,5,0.21,4120.25,4180.62,-4.36,40.1,
v29,Cyv,BULL,2021-10-27 03:00:00+00:00,2021-10-27 06:00:00+00:00,4,0.17,4210.45,4241.23,-2.26,53.8,
v29,Cyv,RANGE,2021-10-27 07:00:00+00:00,2021-10-28 16:00:00+00:00,34,1.42,4138.11,4185.23,-3.94,43.4,
v29,Cyv,BULL,2021-10-28 17:00:00+00:00,2021-10-30 02:00:00+00:00,34,1.42,4225.24,4361.53,-1.92,67.3,
v29,Cyv,RANGE,2021-10-30 03:00:00+00:00,2021-10-30 04:00:00+00:00,2,0.08,4344.23,4337.39,-2.18,49.0,
v29,Cyv,BULL,2021-10-30 05:00:00+00:00,2021-10-30 06:00:00+00:00,2,0.08,4358.84,4363.07,-1.85,51.8,
v29,Cyv,RANGE,2021-10-30 07:00:00+00:00,2021-10-30 09:00:00+00:00,3,0.12,4349.43,4320.58,-2.06,49.8,
v29,Cyv,BULL,2021-10-30 10:00:00+00:00,2021-10-30 10:00:00+00:00,1,0.04,4347.09,4347.09,-2.12,50.2,
v29,Cyv,RANGE,2021-10-30 11:00:00+00:00,2021-10-30 18:00:00+00:00,8,0.33,4335.64,4324.52,-2.38,47.9,
v29,Cyv,BULL,2021-10-30 19:00:00+00:00,2021-10-30 19:00:00+00:00,1,0.04,4339.34,4339.34,-2.29,52.4,
v29,Cyv,RANGE,2021-10-30 20:00:00+00:00,2021-10-30 22:00:00+00:00,3,0.12,4311.96,4289.3,-2.91,46.5,
v29,Cyv,BULL,2021-10-30 23:00:00+00:00,2021-10-31 04:00:00+00:00,6,0.25,4324.67,4369.81,-2.62,50.5,
v29,Cyv,RANGE,2021-10-31 05:00:00+00:00,2021-11-02 04:00:00+00:00,48,2.0,4331.35,4366.37,-2.47,48.8,
v29,Cyv,BULL,2021-11-02 05:00:00+00:00,2021-11-03 11:00:00+00:00,31,1.29,4370.11,4582.13,-1.6,59.2,
v29,Cyv,RANGE,2021-11-03 12:00:00+00:00,2021-11-03 14:00:00+00:00,3,0.12,4527.08,4515.82,-2.35,49.6,
v29,Cyv,BULL,2021-11-03 15:00:00+00:00,2021-11-03 15:00:00+00:00,1,0.04,4549.51,4549.51,-1.87,53.1,
v29,Cyv,RANGE,2021-11-03 16:00:00+00:00,2021-11-03 16:00:00+00:00,1,0.04,4526.03,4526.03,-2.38,49.8,
v29,Cyv,BULL,2021-11-03 17:00:00+00:00,2021-11-04 00:00:00+00:00,8,0.33,4551.55,4576.37,-1.83,53.2,
v29,Cyv,RANGE,2021-11-04 01:00:00+00:00,2021-11-04 01:00:00+00:00,1,0.04,4558.75,4558.75,-2.12,49.6,
v29,Cyv,BULL,2021-11-04 02:00:00+00:00,2021-11-04 02:00:00+00:00,1,0.04,4567.08,4567.08,-1.94,50.8,
v29,Cyv,RANGE,2021-11-04 03:00:00+00:00,2021-11-04 03:00:00+00:00,1,0.04,4560.64,4560.64,-2.07,49.8,
v29,Cyv,BULL,2021-11-04 04:00:00+00:00,2021-11-04 04:00:00+00:00,1,0.04,4581.53,4581.53,-1.63,53.0,
v29,Cyv,RANGE,2021-11-04 05:00:00+00:00,2021-11-04 05:00:00+00:00,1,0.04,4543.06,4543.06,-2.45,47.1,
v29,Cyv,BULL,2021-11-04 06:00:00+00:00,2021-11-04 06:00:00+00:00,1,0.04,4574.97,4574.97,-1.77,51.9,
v29,Cyv,RANGE,2021-11-04 07:00:00+00:00,2021-11-04 12:00:00+00:00,6,0.25,4521.96,4541.78,-2.91,44.6,
v29,Cyv,BULL,2021-11-04 13:00:00+00:00,2021-11-04 13:00:00+00:00,1,0.04,4553.05,4553.05,-2.24,50.5,
v29,Cyv,RANGE,2021-11-04 14:00:00+00:00,2021-11-07 05:00:00+00:00,64,2.67,4536.66,4548.76,-2.59,48.0,
v29,Cyv,BULL,2021-11-07 06:00:00+00:00,2021-11-09 15:00:00+00:00,58,2.42,4549.63,4791.93,-2.31,63.6,
v29,Cyv,RANGE,2021-11-09 16:00:00+00:00,2021-11-09 19:00:00+00:00,4,0.17,4774.43,4751.56,-1.13,49.2,
v29,Cyv,BULL,2021-11-09 20:00:00+00:00,2021-11-09 21:00:00+00:00,2,0.08,4776.95,4799.58,-1.07,50.7,
v29,Cyv,RANGE,2021-11-09 22:00:00+00:00,2021-11-10 14:00:00+00:00,17,0.71,4757.75,4846.13,-1.47,46.5,
v29,Cyv,BULL,2021-11-10 15:00:00+00:00,2021-11-10 18:00:00+00:00,4,0.17,4849.04,4782.18,0.0,64.7,
v29,Cyv,RANGE,2021-11-10 19:00:00+00:00,2021-11-12 03:00:00+00:00,33,1.38,4703.51,4776.08,-3.0,41.4,
v29,Cyv,BULL,2021-11-12 04:00:00+00:00,2021-11-12 04:00:00+00:00,1,0.04,4782.15,4782.15,-1.38,58.0,
v29,Cyv,RANGE,2021-11-12 05:00:00+00:00,2021-11-15 08:00:00+00:00,76,3.17,4741.06,4720.64,-2.23,50.4,
v29,Cyv,BULL,2021-11-15 09:00:00+00:00,2021-11-15 14:00:00+00:00,6,0.25,4723.99,4684.28,-2.58,65.4,
v29,Cyv,RANGE,2021-11-15 15:00:00+00:00,2021-11-16 01:00:00+00:00,11,0.46,4651.54,4405.68,-4.07,45.7,
v29,Cyw,CRASH,2021-11-16 02:00:00+00:00,2021-11-30 01:00:00+00:00,336,14.0,4349.63,4464.1,-10.3,18.8,rapid_descent
v29,Cyw,RECOVERY,2021-11-30 02:00:00+00:00,2021-12-03 18:00:00+00:00,89,3.71,4469.98,4325.71,-7.82,66.0,
v29,Cyx,CRASH,2021-12-03 19:00:00+00:00,2021-12-06 20:00:00+00:00,74,3.08,4229.08,4205.22,-12.79,21.9,drawdown
v29,Cyy,CORRECTION,2021-12-06 21:00:00+00:00,2021-12-09 13:00:00+00:00,65,2.71,4324.39,4301.82,-10.82,70.1,
v29,Cyz,CRASH,2021-12-09 14:00:00+00:00,2021-12-18 11:00:00+00:00,214,8.92,4236.0,3959.55,-12.64,30.6,
v29,Cyz,RECOVERY,2021-12-18 12:00:00+00:00,2021-12-22 11:00:00+00:00,96,4.0,3962.47,4023.67,-16.97,57.8,
v29,Cy{,CRASH,2021-12-22 12:00:00+00:00,2022-01-11 15:00:00+00:00,484,20.17,3955.34,3133.92,-17.12,38.0,drawdown
v29,Cy{,RECOVERY,2022-01-11 16:00:00+00:00,2022-01-17 02:00:00+00:00,131,5.46,3220.69,3327.2,-22.52,68.5,
v29,Cy|,CRASH,2022-01-17 03:00:00+00:00,2022-01-31 13:00:00+00:00,347,14.46,3259.3,2559.93,-21.23,33.1,drawdown
v29,Cy|,RECOVERY,2022-01-31 14:00:00+00:00,2022-02-03 13:00:00+00:00,72,3.0,2589.28,2608.61,-33.21,58.1,
v29,Cy},CRASH,2022-02-03 14:00:00+00:00,2022-02-05 14:00:00+00:00,49,2.04,2610.14,3023.58,-32.24,36.7,drawdown
v29,Cy~,CORRECTION,2022-02-05 15:00:00+00:00,2022-02-05 15:00:00+00:00,1,0.04,3054.59,3054.59,-11.65,71.9,
v29,Cy,CRASH,2022-02-05 16:00:00+00:00,2022-02-05 19:00:00+00:00,4,0.17,3004.56,3013.27,-13.1,57.7,
v29,Cy,CORRECTION,2022-02-05 20:00:00+00:00,2022-02-06 13:00:00+00:00,18,0.75,3018.47,3015.93,-11.97,59.6,
v29,Cy,CRASH,2022-02-06 14:00:00+00:00,2022-02-06 14:00:00+00:00,1,0.04,2979.55,2979.55,-12.06,41.4,
v29,Cy,CORRECTION,2022-02-06 15:00:00+00:00,2022-02-11 19:00:00+00:00,125,5.21,2993.36,2993.74,-11.65,46.6,
v29,Cy,CRASH,2022-02-11 20:00:00+00:00,2022-02-12 17:00:00+00:00,22,0.92,2918.63,2943.41,-13.86,26.1,
v29,Cy,CORRECTION,2022-02-12 18:00:00+00:00,2022-02-12 18:00:00+00:00,1,0.04,2973.55,2973.55,-11.86,53.1,
v29,Cy,CRASH,2022-02-12 19:00:00+00:00,2022-02-12 19:00:00+00:00,1,0.04,2955.27,2955.27,-12.4,49.7,
v29,Cy,CORRECTION,2022-02-12 20:00:00+00:00,2022-02-12 20:00:00+00:00,1,0.04,2970.23,2970.23,-11.95,52.4,
v29,Cy,CRASH,2022-02-12 21:00:00+00:00,2022-02-15 00:00:00+00:00,52,2.17,2878.48,2921.22,-14.67,38.7,
v29,Cy,CORRECTION,2022-02-15 01:00:00+00:00,2022-02-18 13:00:00+00:00,85,3.54,3022.49,2899.4,-10.4,67.9,
v29,Cy,CRASH,2022-02-18 14:00:00+00:00,2022-02-23 06:00:00+00:00,113,4.71,2851.65,2660.52,-12.62,33.1,
v29,Cy,RECOVERY,2022-02-23 07:00:00+00:00,2022-02-27 00:00:00+00:00,90,3.75,2697.25,2749.2,-17.35,65.4,
v29,Cy,CRASH,2022-02-27 01:00:00+00:00,2022-02-28 21:00:00+00:00,45,1.88,2683.19,2821.02,-17.78,35.1,drawdown
v29,Cy,CORRECTION,2022-02-28 22:00:00+00:00,2022-03-03 14:00:00+00:00,65,2.71,2897.54,2888.67,-11.21,72.3,
v29,Cy,CRASH,2022-03-03 15:00:00+00:00,2022-03-15 15:00:00+00:00,289,12.04,2827.45,2573.19,-13.36,33.1,
v29,Cy,RECOVERY,2022-03-15 16:00:00+00:00,2022-03-22 15:00:00+00:00,168,7.0,2603.15,3003.82,-18.3,63.1,
v29,Cy,BULL,2022-03-22 16:00:00+00:00,2022-03-27 11:00:00+00:00,116,4.83,3000.42,3147.62,-0.93,57.7,
v29,Cy,RANGE,2022-03-27 12:00:00+00:00,2022-03-27 12:00:00+00:00,1,0.04,3129.05,3129.05,-1.75,45.0,
v29,Cy,BULL,2022-03-27 13:00:00+00:00,2022-03-29 19:00:00+00:00,55,2.29,3146.78,3430.51,-1.19,53.7,
v29,Cy,RANGE,2022-03-29 20:00:00+00:00,2022-03-29 22:00:00+00:00,3,0.12,3398.92,3387.9,-1.96,49.6,
v29,Cy,BULL,2022-03-29 23:00:00+00:00,2022-03-29 23:00:00+00:00,1,0.04,3401.71,3401.71,-1.88,50.7,
v29,Cy,RANGE,2022-03-30 00:00:00+00:00,2022-03-30 04:00:00+00:00,5,0.21,3374.48,3373.53,-2.66,45.4,
